webfileid,vehicle webid,event start,event end,event severity,target type,target
8702,1025,4145,4206,Near-Crash,Automobile,following vehicle
8703,1021,6155,6192,Near-Crash,Automobile,following vehicle
8704,1031,6407,6491,Near-Crash,No analyzed data,Single vehicle conflict
8705,1032,22178,22237,Near-Crash,Automobile,oncoming traffic
8706,1032,46997,47076,Near-Crash,Animal,animal
8707,1021,1254,1296,Near-Crash,No analyzed data,Single vehicle conflict
8708,1045,5678,5724,Near-Crash,Van (minivan or standard van),lead vehicle
8709,1006,2357,2434,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8710,1051,6150,6213,Near-Crash,Single-unit straight truck: Tow truck,lead vehicle
8711,1008,21623,21659,Near-Crash,Automobile,lead vehicle
8712,1031,3052,3096,Crash,No analyzed data,Single vehicle conflict
8713,1015,5496,5584,Crash,Pickup truck,following vehicle
8714,1050,1900,1946,Near-Crash,Single-unit straight truck: Box,following vehicle
8715,1070,3911,3958,Near-Crash,Pedestrian,pedestrian
8716,1070,4398,4427,Near-Crash,Automobile,lead vehicle
8717,1012,1171,1216,Crash,No analyzed data,Single vehicle conflict
8718,1064,25190,25228,Near-Crash,Sport Utility Vehicles,lead vehicle
8719,1064,25355,25389,Near-Crash,Automobile,vehicle turning into another path (same direction)
8720,1076,24017,24117,Crash,Object,obstacle/object in roadway
8721,1008,3029,3059,Near-Crash,Automobile,lead vehicle
8722,1008,3544,3612,Near-Crash,Van (minivan or standard van),lead vehicle
8723,1008,1750,1845,Near-Crash,Automobile,vehicle in adjacent lane
8724,1020,1978,1996,Near-Crash,No analyzed data,Single vehicle conflict
8725,1020,2790,2844,Near-Crash,Van (minivan or standard van),lead vehicle
8726,1020,2349,2374,Near-Crash,Sport Utility Vehicles,lead vehicle
8727,1020,9067,9121,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane
8728,1049,3129,3184,Near-Crash,Automobile,lead vehicle
8729,2012,5489,5551,Near-Crash,Automobile,lead vehicle
8730,1083,5804,5843,Near-Crash,Automobile,vehicle moving across another path (through intersection)
8731,1007,2584,2646,Near-Crash,Automobile,vehicle in adjacent lane
8732,1011,15,50,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane
8733,1011,369,411,Crash,Unknown vehicle type,lead vehicle
8734,2013,2611,2650,Near-Crash,Pickup truck,lead vehicle
8735,1050,10377,10425,Near-Crash,Pickup truck,vehicle turning across another path (opposite direction)
8736,1046,982,1012,Near-Crash,Other vehicle type,vehicle in adjacent lane
8737,1008,1691,1719,Near-Crash,Automobile,lead vehicle
8738,1020,3243,3288,Near-Crash,Van (minivan or standard van),vehicle turning across another path (same direction)
8739,1080,9857,9922,Near-Crash,Automobile,lead vehicle
8740,1061,5830,5894,Near-Crash,Pickup truck,following vehicle
8741,1018,8789,8826,Near-Crash,Sport Utility Vehicles,vehicle turning into another path (same direction)
8742,1020,6190,6242,Near-Crash,Automobile,lead vehicle
8743,1042,12371,12414,Near-Crash,Automobile,lead vehicle
8744,1046,5904,5945,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane
8745,1008,3016,3069,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8746,1034,663,703,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8747,1034,1685,1714,Near-Crash,Automobile,vehicle in adjacent lane
8748,2009,13250,13348,Near-Crash,Sport Utility Vehicles,lead vehicle
8749,1020,11893,11935,Near-Crash,Automobile,lead vehicle
8750,1020,973,1068,Crash,No analyzed data,Single vehicle conflict
8751,1020,136,175,Near-Crash,No analyzed data,Single vehicle conflict
8752,1034,1782,1808,Near-Crash,Automobile,lead vehicle
8753,1034,13499,13540,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane
8754,1014,16648,16724,Near-Crash,Sport Utility Vehicles,lead vehicle
8755,1014,22333,22361,Near-Crash,Automobile,lead vehicle
8756,1016,5855,5914,Near-Crash,Animal,animal
8757,1060,8319,8346,Near-Crash,Animal,animal
8758,1060,513,563,Near-Crash,No analyzed data,Single vehicle conflict
8759,1051,8741,8790,Near-Crash,Van (minivan or standard van),vehicle turning across another path (opposite direction)
8760,1074,27721,27815,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane
8761,1051,11030,11103,Near-Crash,Single-unit straight truck: Flatbed,lead vehicle
8762,1051,18189,18253,Near-Crash,Automobile,vehicle in adjacent lane
8763,1051,2062,2093,Crash,Automobile,vehicle in adjacent lane
8764,2009,3922,3966,Near-Crash,Automobile,lead vehicle
8765,1041,7696,7768,Crash,No analyzed data,Single vehicle conflict
8766,1085,7333,7434,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane
8767,1028,13553,13588,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8768,1028,8713,8725,Near-Crash,Automobile,vehicle moving across another path (through intersection)
8769,1034,1381,1427,Near-Crash,Automobile,vehicle turning into another path (same direction)
8770,1029,151,204,Near-Crash,Automobile,lead vehicle
8771,1029,4109,4163,Near-Crash,Pickup truck,lead vehicle
8772,1029,1847,1888,Near-Crash,Van (minivan or standard van),vehicle turning into another path (same direction)
8773,1029,5170,5208,Near-Crash,Automobile,lead vehicle
8774,1029,3245,3303,Near-Crash,Automobile,lead vehicle
8775,1016,17382,17453,Near-Crash,Automobile,lead vehicle
8776,1016,25316,25384,Near-Crash,Sport Utility Vehicles,lead vehicle
8777,1016,15544,15593,Near-Crash,Sport Utility Vehicles,lead vehicle
8778,1023,11952,11990,Near-Crash,No analyzed data,Single vehicle conflict
8779,1006,10080,10136,Near-Crash,Automobile,lead vehicle
8780,1053,10003,10049,Near-Crash,Automobile,vehicle in adjacent lane
8781,1053,1343,1394,Near-Crash,Automobile,lead vehicle
8782,1053,1236,1293,Near-Crash,Sport Utility Vehicles,lead vehicle
8783,1064,16587,16622,Near-Crash,Pickup truck,lead vehicle
8784,1064,39998,40051,Near-Crash,Automobile,lead vehicle
8785,1021,5287,5344,Near-Crash,Van (minivan or standard van),following vehicle
8786,1007,2491,2528,Near-Crash,Van (minivan or standard van),following vehicle
8787,1018,5512,5584,Near-Crash,Automobile,lead vehicle
8788,1018,5983,6027,Near-Crash,Sport Utility Vehicles,lead vehicle
8789,1011,1840,1920,Near-Crash,Automobile,vehicle in adjacent lane
8790,1049,2796,2860,Crash,Automobile,lead vehicle
8791,1016,4798,4833,Near-Crash,Automobile,lead vehicle
8792,1004,9305,9364,Near-Crash,Object,Unknown conflict
8793,2004,3668,3699,Near-Crash,Automobile,lead vehicle
8794,1041,6623,6642,Crash,Van (minivan or standard van),obstacle/object in roadway
8795,1041,16639,16724,Crash,Automobile,following vehicle
8796,1007,3071,3107,Near-Crash,Automobile,vehicle in adjacent lane
8797,1041,10454,10519,Near-Crash,Pickup truck,following vehicle
8798,1041,474,503,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8799,1032,31961,32082,Near-Crash,Automobile,lead vehicle
8800,1007,3448,3558,Near-Crash,Pedestrian,pedestrian
8801,1070,3368,3396,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8802,1023,6147,6172,Near-Crash,Automobile,vehicle in adjacent lane
8803,1020,2079,2101,Near-Crash,Pedestrian,pedestrian
8804,1029,17430,17448,Near-Crash,Automobile,lead vehicle
8805,1029,10475,10503,Near-Crash,Automobile,lead vehicle
8806,1029,8669,8699,Near-Crash,Automobile,lead vehicle
8807,1029,12198,12236,Near-Crash,Sport Utility Vehicles,lead vehicle
8808,1029,48114,48153,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8809,1029,29525,29813,Near-Crash,Automobile,lead vehicle
8810,1006,3958,4008,Near-Crash,Automobile,lead vehicle
8811,1020,2987,3028,Crash,Object,obstacle/object in roadway
8812,1020,10382,10435,Crash,Automobile,Single vehicle conflict
8813,1073,13565,13609,Near-Crash,Pickup truck,following vehicle
8814,1011,6840,6880,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8815,1039,23695,23726,Near-Crash,Automobile,lead vehicle
8816,1053,7425,7496,Near-Crash,Van (minivan or standard van),merging vehicle
8817,1011,8470,8530,Near-Crash,Automobile,oncoming traffic
8818,1026,925,1012,Crash,Object,obstacle/object in roadway
8819,2006,8210,8261,Near-Crash,Pickup truck,lead vehicle
8820,1014,15040,15072,Near-Crash,Van (minivan or standard van),lead vehicle
8821,1014,7539,7695,Near-Crash,Automobile,lead vehicle
8822,1006,15223,15268,Crash,No analyzed data,Single vehicle conflict
8823,1006,3361,3399,Near-Crash,Automobile,lead vehicle
8824,1079,15410,15514,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane
8825,1079,9768,9800,Near-Crash,Sport Utility Vehicles,parked vehicle
8826,1031,5209,5251,Near-Crash,Automobile,lead vehicle
8827,1036,22892,22949,Near-Crash,Automobile,lead vehicle
8828,1023,9234,9267,Near-Crash,Automobile,following vehicle
8829,1020,11631,11673,Near-Crash,Automobile,lead vehicle
8830,1020,23738,23762,Near-Crash,Van (minivan or standard van),lead vehicle
8831,1020,9765,9815,Near-Crash,Automobile,vehicle in adjacent lane
8832,1001,4980,5014,Near-Crash,Automobile,lead vehicle
8833,1007,3526,3573,Near-Crash,Automobile,vehicle moving across another path (through intersection)
8834,1032,14229,14247,Near-Crash,Automobile,vehicle moving across another path (through intersection)
8835,2012,6405,6470,Near-Crash,Automobile,lead vehicle
8836,1069,607,636,Near-Crash,No analyzed data,Single vehicle conflict
8837,1020,3202,3252,Near-Crash,No analyzed data,Single vehicle conflict
8838,1076,6316,6352,Near-Crash,Automobile,lead vehicle
8839,1064,14731,14769,Near-Crash,Automobile,lead vehicle
8840,1064,23840,23880,Near-Crash,Automobile,vehicle turning into another path (same direction)
8841,1005,13960,14019,Near-Crash,Automobile,lead vehicle
8842,1001,10174,10222,Near-Crash,Motorcycle or moped,lead vehicle
8843,1034,13067,13105,Near-Crash,Van (minivan or standard van),lead vehicle
8844,1034,3491,3546,Near-Crash,Automobile,lead vehicle
8845,1081,4924,4950,Near-Crash,Van (minivan or standard van),lead vehicle
8846,1061,15449,15485,Near-Crash,Automobile,vehicle in adjacent lane
8847,1003,16407,16465,Near-Crash,Sport Utility Vehicles,lead vehicle
8848,1061,9053,9080,Near-Crash,Automobile,lead vehicle
8849,1050,3958,4012,Near-Crash,Single-unit straight truck: Dump,lead vehicle
8850,1018,1037,1088,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane
8851,1029,10762,10841,Near-Crash,Sport Utility Vehicles,lead vehicle
8852,1029,6575,6599,Near-Crash,Automobile,lead vehicle
8853,1029,9470,9518,Near-Crash,Automobile,lead vehicle
8854,1054,9546,9628,Near-Crash,Automobile,following vehicle
8855,1054,4662,4694,Near-Crash,Single-unit straight truck: Flatbed,lead vehicle
8856,1041,4761,4853,Crash,Automobile,lead vehicle
8857,1070,10389,10422,Near-Crash,Automobile,vehicle in adjacent lane
8858,1070,4296,4321,Near-Crash,Automobile,following vehicle
8859,1070,6982,7033,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8860,2007,4544,4588,Crash,No analyzed data,Single vehicle conflict
8861,1034,11407,11448,Near-Crash,Automobile,lead vehicle
8862,1034,403,445,Near-Crash,Pickup truck,lead vehicle
8863,1034,12971,12999,Near-Crash,Van (minivan or standard van),lead vehicle
8864,1034,49097,49162,Near-Crash,Automobile,lead vehicle
8865,1034,1153,1224,Near-Crash,Unknown vehicle type,lead vehicle
8866,1034,186,224,Near-Crash,Sport Utility Vehicles,lead vehicle
8867,1062,5608,5667,Near-Crash,Object,obstacle/object in roadway
8868,1025,189,223,Near-Crash,Automobile,lead vehicle
8869,1051,7397,7455,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane
8870,1027,10738,10766,Near-Crash,Automobile,lead vehicle
8871,1054,1247,1283,Near-Crash,Automobile,lead vehicle
8872,1004,4634,4685,Near-Crash,Automobile,lead vehicle
8873,1008,12050,12050,Near-Crash,Sport Utility Vehicles,lead vehicle
8874,1008,8328,8409,Near-Crash,Van (minivan or standard van),vehicle turning into another path (same direction)
8875,1034,6930,6977,Near-Crash,No analyzed data,Single vehicle conflict
8876,1034,6666,6715,Crash,No analyzed data,Single vehicle conflict
8877,1034,3229,3293,Near-Crash,Automobile,lead vehicle
8878,1034,7076,7108,Near-Crash,Van (minivan or standard van),lead vehicle
8879,1034,1799,1842,Near-Crash,Van (minivan or standard van),lead vehicle
8880,1032,3830,3882,Near-Crash,Automobile,following vehicle
8881,1024,7719,7789,Near-Crash,Sport Utility Vehicles,vehicle turning into another path (same direction)
8882,1024,3717,3759,Near-Crash,Automobile,lead vehicle
8883,1024,4117,4193,Near-Crash,Pickup truck,lead vehicle
8884,1045,51407,51471,Near-Crash,Automobile,following vehicle
8885,1045,23300,23389,Near-Crash,Automobile,lead vehicle
8886,1018,8859,8914,Near-Crash,Single-unit straight truck: Box,oncoming traffic
8887,1039,10068,10125,Near-Crash,Single-unit straight truck: Box,vehicle in adjacent lane
8888,1039,4818,4864,Near-Crash,Automobile,lead vehicle
8889,1039,27140,27221,Near-Crash,Pickup truck,lead vehicle
8890,1064,8994,9032,Near-Crash,Van (minivan or standard van),lead vehicle
8891,1042,7286,7339,Near-Crash,Van (minivan or standard van),lead vehicle
8892,1023,16684,16749,Near-Crash,Automobile,vehicle in adjacent lane
8893,1023,8835,8865,Near-Crash,Automobile,vehicle turning into another path (same direction)
8894,1023,3661,3751,Near-Crash,Automobile,lead vehicle
8895,1018,9368,9413,Near-Crash,Automobile,vehicle moving across another path (through intersection)
8896,1018,2480,2527,Near-Crash,Sport Utility Vehicles,lead vehicle
8897,1039,7155,7184,Near-Crash,Automobile,lead vehicle
8898,1012,14620,14641,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane
8899,1012,10780,10839,Near-Crash,Pickup truck,vehicle turning across another path (opposite direction)
8900,1012,21592,21646,Near-Crash,Automobile,lead vehicle
8901,1012,9173,9252,Near-Crash,Van (minivan or standard van),lead vehicle
8902,1012,6729,6802,Near-Crash,Sport Utility Vehicles,lead vehicle
8903,1012,27070,27105,Near-Crash,Sport Utility Vehicles,vehicle turning into another path (same direction)
8904,1005,16943,17005,Near-Crash,Automobile,lead vehicle
8905,2004,17499,17580,Near-Crash,Automobile,lead vehicle
8906,1079,1458,1483,Near-Crash,Automobile,lead vehicle
8907,1047,5257,5280,Crash,Automobile,Single vehicle conflict
8908,1047,1910,1957,Near-Crash,Automobile,lead vehicle
8909,1014,4194,4229,Near-Crash,Sport Utility Vehicles,lead vehicle
8910,1014,6851,6975,Near-Crash,No analyzed data,Single vehicle conflict
8911,1006,4502,4551,Near-Crash,Pickup truck,lead vehicle
8912,1006,12962,13002,Near-Crash,Automobile,lead vehicle
8913,1020,6720,6759,Near-Crash,Automobile,vehicle turning into another path (same direction)
8914,1068,19835,19866,Near-Crash,Animal,animal
8915,1068,33317,33358,Near-Crash,Automobile,vehicle moving across another path (through intersection)
8916,1032,17476,17521,Near-Crash,Automobile,following vehicle
8917,1035,2485,2520,Near-Crash,Automobile,vehicle in adjacent lane
8918,1035,1217,1278,Near-Crash,Automobile,lead vehicle
8919,1027,23178,23227,Near-Crash,No analyzed data,Single vehicle conflict
8920,1027,13952,13992,Near-Crash,No analyzed data,Single vehicle conflict
8921,1034,41473,41557,Crash,Automobile,lead vehicle
8922,1034,2666,2698,Crash,Automobile,Single vehicle conflict
8923,2004,16808,16849,Near-Crash,Automobile,lead vehicle
8924,1008,12946,12982,Crash,Automobile,parked vehicle
8925,1068,49150,49229,Near-Crash,Automobile,vehicle in adjacent lane
8926,1038,12515,12558,Near-Crash,Automobile,lead vehicle
8927,1085,5192,5262,Crash,Automobile,parked vehicle
8928,1062,18703,18747,Near-Crash,Automobile,lead vehicle
8929,1027,17001,17031,Near-Crash,Automobile,lead vehicle
8930,1012,60711,60856,Near-Crash,Sport Utility Vehicles,lead vehicle
8931,1012,100054,100091,Near-Crash,No analyzed data,Single vehicle conflict
8932,1012,10584,10653,Near-Crash,Sport Utility Vehicles,lead vehicle
8933,1029,6108,6176,Near-Crash,Automobile,following vehicle
8934,1029,3981,4036,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane
8935,1027,18720,18748,Near-Crash,Automobile,lead vehicle
8936,1034,13483,13522,Near-Crash,No analyzed data,Single vehicle conflict
8937,1034,28,85,Near-Crash,Van (minivan or standard van),merging vehicle
8938,1034,4958,4998,Near-Crash,Automobile,lead vehicle
8939,1037,31733,31770,Near-Crash,Automobile,lead vehicle
8940,1042,13275,13335,Crash,Automobile,following vehicle
8941,1042,14386,14452,Crash,Automobile,following vehicle
8942,1024,11456,11497,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
8943,1024,5421,5473,Near-Crash,Automobile,lead vehicle
8944,1024,4159,4246,Near-Crash,Automobile,lead vehicle
8945,1024,4269,4350,Near-Crash,Automobile,lead vehicle
8946,1020,129,163,Crash,Sport Utility Vehicles,lead vehicle
8947,1008,5850,5930,Near-Crash,Sport Utility Vehicles,lead vehicle
8948,1017,6560,6634,Near-Crash,Automobile,Single vehicle conflict
8949,2008,5307,5352,Near-Crash,Animal,animal
8950,2008,3435,3477,Near-Crash,Tractor-trailer: Enclosed box,vehicle in adjacent lane
8951,1007,19434,19458,Near-Crash,Automobile,vehicle turning into another path (same direction)
8952,1007,2,38,Near-Crash,Sport Utility Vehicles,following vehicle
8953,1007,12738,12781,Near-Crash,Automobile,vehicle in adjacent lane
8954,1007,6104,6161,Near-Crash,Pickup truck,lead vehicle
8955,1023,11155,11185,Crash,No analyzed data,Single vehicle conflict
8956,1023,2509,2597,Near-Crash,Automobile,following vehicle
8957,1007,25830,25858,Near-Crash,Transit bus,vehicle in adjacent lane
8958,1007,6670,6701,Near-Crash,Automobile,lead vehicle
8959,1007,14887,14969,Near-Crash,Motorcycle or moped,lead vehicle
8960,1007,3552,3604,Crash,Automobile,following vehicle
8961,1063,810,871,Near-Crash,Automobile,oncoming traffic
8962,1007,9566,9586,Near-Crash,Automobile,vehicle in adjacent lane
8963,1029,16742,16810,Near-Crash,Automobile,vehicle in adjacent lane
8964,1029,11500,11619,Near-Crash,No analyzed data,Single vehicle conflict
8965,1029,13932,13976,Near-Crash,Automobile,lead vehicle
8966,1029,6245,6325,Near-Crash,Pickup truck,following vehicle
8967,1053,3588,3628,Near-Crash,Automobile,lead vehicle
8968,1008,1596,1642,Near-Crash,Automobile,vehicle in adjacent lane
8969,1008,7478,7527,Near-Crash,Van (minivan or standard van),lead vehicle
8970,1035,1978,2083,Near-Crash,Single-unit straight truck: Multistop/Step Van,vehicle in adjacent lane
8971,1062,18945,18995,Near-Crash,Automobile,following vehicle
8972,1027,321,413,Near-Crash,No analyzed data,Single vehicle conflict
8973,1027,40981,41030,Near-Crash,No analyzed data,Single vehicle conflict
8974,1027,42793,42827,Near-Crash,Automobile,vehicle in adjacent lane
8975,1007,0,44,Near-Crash,Van (minivan or standard van),lead vehicle
8976,1007,3581,3636,Near-Crash,Van (minivan or standard van),lead vehicle
8977,2011,14207,14264,Near-Crash,Sport Utility Vehicles,lead vehicle
8978,1078,1051,1081,Near-Crash,No analyzed data,Single vehicle conflict
8979,1038,2537,2569,Near-Crash,Automobile,lead vehicle
8980,1038,3240,3303,Near-Crash,Automobile,lead vehicle
8981,1038,1799,1834,Near-Crash,Automobile,lead vehicle
8982,1038,332,361,Crash,No analyzed data,Single vehicle conflict
8983,1038,1395,1423,Near-Crash,No analyzed data,Single vehicle conflict
8984,1020,7713,7764,Near-Crash,Automobile,lead vehicle
8985,1020,14617,14660,Near-Crash,Sport Utility Vehicles,lead vehicle
8986,1020,2103,2147,Near-Crash,Automobile,lead vehicle
8987,1034,32876,32903,Near-Crash,Automobile,lead vehicle
8988,1034,2465,2500,Near-Crash,Automobile,following vehicle
8989,1034,9149,9210,Near-Crash,Automobile,lead vehicle
8990,1051,3305,3342,Near-Crash,Automobile,oncoming traffic
8991,1051,3772,3811,Near-Crash,Van (minivan or standard van),lead vehicle
8992,1051,31015,31045,Near-Crash,Automobile,lead vehicle
8993,1047,1605,1662,Near-Crash,Automobile,lead vehicle
8994,1047,1785,1851,Near-Crash,Automobile,vehicle in adjacent lane
8995,1020,3925,3980,Near-Crash,Automobile,lead vehicle
8996,1020,4004,4047,Near-Crash,Automobile,following vehicle
8997,1020,107,177,Near-Crash,Van (minivan or standard van),following vehicle
8998,1020,638,673,Near-Crash,Automobile,lead vehicle
8999,1073,10271,10306,Near-Crash,No analyzed data,Single vehicle conflict
9000,1073,10216,10254,Near-Crash,Sport Utility Vehicles,lead vehicle
9001,1007,3520,3551,Near-Crash,Pickup truck,vehicle turning into another path (opposite direction)
9002,1007,160,281,Near-Crash,Automobile,vehicle in adjacent lane
9003,1007,2801,2824,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
9004,1024,809,908,Near-Crash,Automobile,vehicle turning into another path (same direction)
9005,1024,13195,13232,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane
9006,1058,7650,7696,Near-Crash,Automobile,merging vehicle
9007,1072,4015,4041,Near-Crash,Automobile,oncoming traffic
9008,1016,9037,9071,Near-Crash,Automobile,vehicle turning into another path (same direction)
9009,1072,16600,16634,Near-Crash,Pickup truck,lead vehicle
9010,1076,22799,22831,Near-Crash,Van (minivan or standard van),lead vehicle
9011,1047,2145,2190,Near-Crash,Sport Utility Vehicles,lead vehicle
9012,1047,1882,1914,Crash,No analyzed data,Single vehicle conflict
9013,1059,182,212,Near-Crash,Pedestrian,pedestrian
9014,1059,4917,4962,Near-Crash,Automobile,following vehicle
9015,1078,2264,2293,Near-Crash,Automobile,vehicle turning into another path (opposite direction)
9016,1016,13500,13577,Near-Crash,Automobile,following vehicle
9017,1016,18800,18844,Near-Crash,Automobile,following vehicle
9018,1018,3069,3147,Near-Crash,Automobile,lead vehicle
9019,1023,18264,18303,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
9020,1023,4543,4577,Near-Crash,Automobile,following vehicle
9021,1012,10429,10462,Near-Crash,Pickup truck,lead vehicle
9022,1023,2385,2415,Near-Crash,Automobile,vehicle in adjacent lane
9023,1034,2567,2620,Crash,Sport Utility Vehicles,following vehicle
9024,1034,5770,5810,Near-Crash,Sport Utility Vehicles,lead vehicle
9025,1034,4718,4767,Near-Crash,Sport Utility Vehicles,lead vehicle
9026,1039,5206,5294,Near-Crash,Tractor-trailer: Enclosed box,vehicle in adjacent lane
9027,1039,12983,13120,Near-Crash,Pickup truck,lead vehicle
9028,1050,9245,9273,Near-Crash,Automobile,lead vehicle
9029,1050,2874,2921,Near-Crash,Automobile,parked vehicle
9030,1061,20620,20655,Near-Crash,Automobile,vehicle turning into another path (same direction)
9031,1035,33726,33779,Near-Crash,Automobile,lead vehicle
9032,1030,5640,5691,Near-Crash,Automobile,lead vehicle
9033,1030,2532,2570,Near-Crash,Automobile,following vehicle
9034,1063,2306,2335,Near-Crash,No analyzed data,Single vehicle conflict
9035,1063,40040,40085,Near-Crash,Automobile,vehicle turning into another path (same direction)
9036,2004,16301,16341,Near-Crash,Van (minivan or standard van),lead vehicle
9037,1053,9770,9845,Near-Crash,Automobile,lead vehicle
9038,1006,238,267,Near-Crash,Automobile,lead vehicle
9039,1053,15356,15402,Near-Crash,Sport Utility Vehicles,lead vehicle
9040,1037,34177,34216,Near-Crash,Sport Utility Vehicles,oncoming traffic
9041,1061,1842,1911,Near-Crash,Automobile,following vehicle
9042,1061,6007,6059,Near-Crash,Automobile,vehicle in adjacent lane
9043,2001,2941,2973,Near-Crash,Automobile,vehicle in adjacent lane
9044,1007,18268,18321,Near-Crash,Sport Utility Vehicles,lead vehicle
9045,1046,11445,11508,Near-Crash,Automobile,lead vehicle
9046,1027,28570,28616,Near-Crash,No analyzed data,Single vehicle conflict
9047,1007,2959,3071,Near-Crash,Automobile,vehicle turning into another path (same direction)
9048,1032,3018,3063,Near-Crash,Automobile,lead vehicle
9049,1016,1984,2047,Near-Crash,Pickup truck,lead vehicle
9050,1016,3846,3993,Near-Crash,Automobile,vehicle turning into another path (opposite direction)
9051,1016,18173,18246,Near-Crash,Sport Utility Vehicles,lead vehicle
9052,1034,15547,15579,Near-Crash,Pickup truck,lead vehicle
9053,1034,5245,5294,Near-Crash,Van (minivan or standard van),lead vehicle
9054,1034,4469,4504,Near-Crash,School bus,oncoming traffic
9055,1034,3194,3224,Near-Crash,Automobile,lead vehicle
9056,1034,9295,9345,Near-Crash,Automobile,lead vehicle
9057,2006,13762,13787,Near-Crash,Automobile,lead vehicle
9058,2006,2000,2030,Near-Crash,Automobile,following vehicle
9059,1076,2047,2075,Near-Crash,Sport Utility Vehicles,lead vehicle
9060,1076,13262,13325,Near-Crash,Van (minivan or standard van),lead vehicle
9061,1072,25572,25614,Near-Crash,Pickup truck,lead vehicle
9062,1044,34216,34283,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane
9063,1023,8211,8294,Near-Crash,Tractor-trailer: Tank,merging vehicle
9064,1023,2107,2150,Near-Crash,Automobile,vehicle in adjacent lane
9065,1023,1107,1137,Near-Crash,Sport Utility Vehicles,lead vehicle
9066,1062,5231,5275,Near-Crash,Automobile,vehicle moving across another path (through intersection)
9067,1023,3581,3652,Near-Crash,Sport Utility Vehicles,following vehicle
9068,1023,5230,5256,Near-Crash,Automobile,vehicle turning into another path (same direction)
9069,1023,4836,4893,Near-Crash,Automobile,lead vehicle
9070,1046,15227,15301,Near-Crash,Sport Utility Vehicles,lead vehicle
9071,1029,5236,5294,Near-Crash,Object,obstacle/object in roadway
9072,1029,13930,13979,Near-Crash,Automobile,vehicle in adjacent lane
9073,1029,380,411,Near-Crash,Automobile,lead vehicle
9074,1029,13031,13085,Near-Crash,Van (minivan or standard van),following vehicle
9075,1029,808,862,Near-Crash,School bus,vehicle in adjacent lane
9076,1032,13219,13275,Crash,Sport Utility Vehicles,vehicle turning across another path (opposite direction)
9077,1021,811,847,Near-Crash,Automobile,lead vehicle
9078,1046,2372,2431,Near-Crash,Automobile,following vehicle
9079,1029,8304,8348,Near-Crash,Automobile,following vehicle
9080,1029,25805,25854,Near-Crash,Automobile,lead vehicle
9081,1031,525,559,Near-Crash,Automobile,Single vehicle conflict
9082,1068,615,664,Near-Crash,Sport Utility Vehicles,lead vehicle
9083,1063,41337,41379,Near-Crash,Automobile,vehicle in adjacent lane
9084,1063,2490,2535,Near-Crash,Automobile,oncoming traffic
9085,1063,4260,4325,Near-Crash,Automobile,vehicle in adjacent lane
9086,1009,85925,85991,Near-Crash,Automobile,following vehicle
9087,1009,130391,130439,Near-Crash,Sport Utility Vehicles,following vehicle
9088,1009,6980,7024,Near-Crash,Sport Utility Vehicles,lead vehicle
9089,1029,7567,7613,Near-Crash,Automobile,lead vehicle
9090,1029,4170,4219,Near-Crash,Automobile,lead vehicle
9091,1029,3038,3089,Near-Crash,Automobile,lead vehicle
9092,1029,4250,4297,Near-Crash,Automobile,following vehicle
9093,1029,609,660,Near-Crash,Sport Utility Vehicles,lead vehicle
9094,1029,38720,38773,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane
9095,1029,10541,10586,Near-Crash,Sport Utility Vehicles,vehicle turning into another path (same direction)
9096,1029,8718,8844,Near-Crash,No analyzed data,oncoming traffic
9097,1063,3478,3525,Near-Crash,Automobile,lead vehicle
9098,1063,2788,2825,Near-Crash,Automobile,lead vehicle
9099,1001,53254,53371,Near-Crash,Automobile,vehicle turning across another path (opposite direction)
9100,1049,27845,27906,Near-Crash,Pickup truck,lead vehicle
9101,1023,9715,9807,Near-Crash,Single-unit straight truck: Box,lead vehicle
9102,1066,4457,4530,Near-Crash,Sport Utility Vehicles,oncoming traffic
9103,1066,15180,15218,Crash,No analyzed data,Single vehicle conflict
9104,1017,4865,4907,Near-Crash,Sport Utility Vehicles,vehicle turning across another path (opposite direction)
